 log g Teff   ZR   Vel  a(CHEOPS)
 log g Teff   ZR   Vel  b(CHEOPS)
 log g Teff   ZR   Vel  xi(CHEOPS)
 4.50  9000. -5.0  2.0   0.2709
 4.50  9000. -5.0  2.0   0.0066
 5.00  9000. -5.0  2.0   0.2748
 5.00  9000. -5.0  2.0   0.2585
 5.00  9000. -5.0  2.0   0.0056
 2.00  9250. -5.0  2.0   0.2399
 2.00  9250. -5.0  2.0   0.2905
 2.00  9250. -5.0  2.0   0.0107
 2.50  9250. -5.0  2.0   0.2282
 2.50  9250. -5.0  2.0   0.2940
 2.50  9250. -5.0  2.0   0.0110
 3.00  9250. -5.0  2.0   0.2258
 3.00  9250. -5.0  2.0   0.2930
 3.00  9250. -5.0  2.0   0.0107
 3.50  9250. -5.0  2.0   0.2282
 3.50  9250. -5.0  2.0   0.2905
 3.50  9250. -5.0  2.0   0.0101
 4.00  9250. -5.0  2.0   0.2340
 4.00  9250. -5.0  2.0   0.2865
 4.00  9250. -5.0  2.0   0.0094
 4.50  9250. -5.0  2.0   0.2421
 4.50  9250. -5.0  2.0   0.2802
 4.50  9250. -5.0  2.0   0.0083
 5.00  9250. -5.0  2.0   0.2519
 5.00  9250. -5.0  2.0   0.2707
 5.00  9250. -5.0  2.0   0.0071
 2.00  9500. -5.0  2.0   0.2353
 2.00  9500. -5.0  2.0   0.2896
 2.00  9500. -5.0  2.0   0.0110
 2.50  9500. -5.0  2.0   0.2215
 2.50  9500. -5.0  2.0   0.2930
 2.50  9500. -5.0  2.0   0.0114
 3.00  9500. -5.0  2.0   0.2166
 3.00  9500. -5.0  2.0   0.2931
 3.00  9500. -5.0  2.0   0.0113
 3.50  9500. -5.0  2.0   0.2171
 3.50  9500. -5.0  2.0   0.2916
 3.50  9500. -5.0  2.0   0.0109
 4.00  9500. -5.0  2.0   0.2201
 4.00  9500. -5.0  2.0   0.2896
 4.00  9500. -5.0  2.0   0.0104
 4.50  9500. -5.0  2.0   0.2253
 4.50  9500. -5.0  2.0   0.2862
 4.50  9500. -5.0  2.0   0.0096
 5.00  9500. -5.0  2.0   0.2329
 5.00  9500. -5.0  2.0   0.2795
 5.00  9500. -5.0  2.0   0.0086
 2.00  9750. -5.0  2.0   0.2311
 2.00  9750. -5.0  2.0   0.2894
 2.00  9750. -5.0  2.0   0.0112
 2.50  9750. -5.0  2.0   0.2156
 2.50  9750. -5.0  2.0   0.2926
 2.50  9750. -5.0  2.0   0.0117
 3.00  9750. -5.0  2.0   0.2093
 3.00  9750. -5.0  2.0   0.2926
 3.00  9750. -5.0  2.0   0.0118
 3.50  9750. -5.0  2.0   0.2078
 3.50  9750. -5.0  2.0   0.2922
 3.50  9750. -5.0  2.0   0.0115
 4.00  9750. -5.0  2.0   0.2094
 4.00  9750. -5.0  2.0   0.2909
 4.00  9750. -5.0  2.0   0.0112
 4.50  9750. -5.0  2.0   0.2121
 4.50  9750. -5.0  2.0   0.2893
 4.50  9750. -5.0  2.0   0.0107
 5.00  9750. -5.0  2.0   0.2172
 5.00  9750. -5.0  2.0   0.2853
 5.00  9750. -5.0  2.0   0.0099
 2.00 10000. -5.0  2.0   0.2270
 2.00 10000. -5.0  2.0   0.2897
 2.00 10000. -5.0  2.0   0.0114
 2.50 10000. -5.0  2.0   0.2107
 2.50 10000. -5.0  2.0   0.2920
 2.50 10000. -5.0  2.0   0.0120
 3.00 10000. -5.0  2.0   0.2032
 3.00 10000. -5.0  2.0   0.2919
 3.00 10000. -5.0  2.0   0.0121
 3.50 10000. -5.0  2.0   0.2004
 3.50 10000. -5.0  2.0   0.2918
 3.50 10000. -5.0  2.0   0.0119
 4.00 10000. -5.0  2.0   0.2006
 4.00 10000. -5.0  2.0   0.2914
 4.00 10000. -5.0  2.0   0.0117
 4.50 10000. -5.0  2.0   0.2022
 4.50 10000. -5.0  2.0   0.2905
 4.50 10000. -5.0  2.0   0.0114
 5.00 10000. -5.0  2.0   0.2049
 5.00 10000. -5.0  2.0   0.2884
 5.00 10000. -5.0  2.0   0.0109
 2.00 10500. -5.0  2.0   0.2199
 2.00 10500. -5.0  2.0   0.2908
 2.00 10500. -5.0  2.0   0.0119
 2.50 10500. -5.0  2.0   0.2021
 2.50 10500. -5.0  2.0   0.2915
 2.50 10500. -5.0  2.0   0.0124
 3.00 10500. -5.0  2.0   0.1932
 3.00 10500. -5.0  2.0   0.2905
 3.00 10500. -5.0  2.0   0.0125
 3.50 10500. -5.0  2.0   0.1891
 3.50 10500. -5.0  2.0   0.2900
 3.50 10500. -5.0  2.0   0.0124
 4.00 10500. -5.0  2.0   0.1876
 4.00 10500. -5.0  2.0   0.2903
 4.00 10500. -5.0  2.0   0.0124
 4.50 10500. -5.0  2.0   0.1872
 4.50 10500. -5.0  2.0   0.2906
 4.50 10500. -5.0  2.0   0.0124
 5.00 10500. -5.0  2.0   0.1871
 5.00 10500. -5.0  2.0   0.2906
 5.00 10500. -5.0  2.0   0.0123
 2.50 11000. -5.0  2.0   0.1943
 2.50 11000. -5.0  2.0   0.2916
 2.50 11000. -5.0  2.0   0.0130
 3.00 11000. -5.0  2.0   0.1851
 3.00 11000. -5.0  2.0   0.2890
 3.00 11000. -5.0  2.0   0.0128
 3.50 11000. -5.0  2.0   0.1802
 3.50 11000. -5.0  2.0   0.2879
 3.50 11000. -5.0  2.0   0.0127
 4.00 11000. -5.0  2.0   0.1778
 4.00 11000. -5.0  2.0   0.2880
 4.00 11000. -5.0  2.0   0.0127
 4.50 11000. -5.0  2.0   0.1763
 4.50 11000. -5.0  2.0   0.2890
 4.50 11000. -5.0  2.0   0.0129
 5.00 11000. -5.0  2.0   0.1749
 5.00 11000. -5.0  2.0   0.2900
 5.00 11000. -5.0  2.0   0.0130
 2.50 11500. -5.0  2.0   0.1878
 2.50 11500. -5.0  2.0   0.2918
 2.50 11500. -5.0  2.0   0.0135
 3.00 11500. -5.0  2.0   0.1780
 3.00 11500. -5.0  2.0   0.2879
 3.00 11500. -5.0  2.0   0.0131
 3.50 11500. -5.0  2.0   0.1730
 3.50 11500. -5.0  2.0   0.2855
 3.50 11500. -5.0  2.0   0.0129
 4.00 11500. -5.0  2.0   0.1701
 4.00 11500. -5.0  2.0   0.2851
 4.00 11500. -5.0  2.0   0.0129
 4.50 11500. -5.0  2.0   0.1679
 4.50 11500. -5.0  2.0   0.2864
 4.50 11500. -5.0  2.0   0.0131
 5.00 11500. -5.0  2.0   0.1661
 5.00 11500. -5.0  2.0   0.2877
 5.00 11500. -5.0  2.0   0.0134
 2.50 12000. -5.0  2.0   0.1820
 2.50 12000. -5.0  2.0   0.2922
 2.50 12000. -5.0  2.0   0.0141
 3.00 12000. -5.0  2.0   0.1715
 3.00 12000. -5.0  2.0   0.2870
 3.00 12000. -5.0  2.0   0.0135
 3.50 12000. -5.0  2.0   0.1666
 3.50 12000. -5.0  2.0   0.2833
 3.50 12000. -5.0  2.0   0.0131
 4.00 12000. -5.0  2.0   0.1636
 4.00 12000. -5.0  2.0   0.2822
 4.00 12000. -5.0  2.0   0.0130
 4.50 12000. -5.0  2.0   0.1612
 4.50 12000. -5.0  2.0   0.2830
 4.50 12000. -5.0  2.0   0.0131
 5.00 12000. -5.0  2.0   0.1591
 5.00 12000. -5.0  2.0   0.2846
 5.00 12000. -5.0  2.0   0.0135
 2.50 12500. -5.0  2.0   0.1771
 2.50 12500. -5.0  2.0   0.2926
 2.50 12500. -5.0  2.0   0.0146
 3.00 12500. -5.0  2.0   0.1662
 3.00 12500. -5.0  2.0   0.2859
 3.00 12500. -5.0  2.0   0.0139
 3.50 12500. -5.0  2.0   0.1609
 3.50 12500. -5.0  2.0   0.2813
 3.50 12500. -5.0  2.0   0.0132
 4.00 12500. -5.0  2.0   0.1578
 4.00 12500. -5.0  2.0   0.2794
 4.00 12500. -5.0  2.0   0.0130
 4.50 12500. -5.0  2.0   0.1553
 4.50 12500. -5.0  2.0   0.2798
 4.50 12500. -5.0  2.0   0.0130
 5.00 12500. -5.0  2.0   0.1531
 5.00 12500. -5.0  2.0   0.2811
 5.00 12500. -5.0  2.0   0.0134
 2.50 13000. -5.0  2.0   0.1725
 2.50 13000. -5.0  2.0   0.2935
 2.50 13000. -5.0  2.0   0.0152
 3.00 13000. -5.0  2.0   0.1612
 3.00 13000. -5.0  2.0   0.2851
 3.00 13000. -5.0  2.0   0.0143
 3.50 13000. -5.0  2.0   0.1557
 3.50 13000. -5.0  2.0   0.2794
 3.50 13000. -5.0  2.0   0.0134
 4.00 13000. -5.0  2.0   0.1528
 4.00 13000. -5.0  2.0   0.2766
 4.00 13000. -5.0  2.0   0.0130
 4.50 13000. -5.0  2.0   0.1504
 4.50 13000. -5.0  2.0   0.2763
 4.50 13000. -5.0  2.0   0.0130
 5.00 13000. -5.0  2.0   0.1479
 5.00 13000. -5.0  2.0   0.2776
 5.00 13000. -5.0  2.0   0.0133
 2.00 14000. -5.0  2.0   0.1975
 2.00 14000. -5.0  2.0   0.3025
 2.00 14000. -5.0  2.0   0.0152
 2.50 14000. -5.0  2.0   0.1651
 2.50 14000. -5.0  2.0   0.2956
 2.50 14000. -5.0  2.0   0.0163
 3.00 14000. -5.0  2.0   0.1528
 3.00 14000. -5.0  2.0   0.2840
 3.00 14000. -5.0  2.0   0.0151
 3.50 14000. -5.0  2.0   0.1474
 3.50 14000. -5.0  2.0   0.2756
 3.50 14000. -5.0  2.0   0.0138
 4.00 14000. -5.0  2.0   0.1442
 4.00 14000. -5.0  2.0   0.2712
 4.00 14000. -5.0  2.0   0.0131
 4.50 14000. -5.0  2.0   0.1419
 4.50 14000. -5.0  2.0   0.2698
 4.50 14000. -5.0  2.0   0.0129
 5.00 14000. -5.0  2.0   0.1394
 5.00 14000. -5.0  2.0   0.2704
 5.00 14000. -5.0  2.0   0.0131
 2.50 15000. -5.0  2.0   0.1589
 2.50 15000. -5.0  2.0   0.2988
 2.50 15000. -5.0  2.0   0.0174
 3.00 15000. -5.0  2.0   0.1456
 3.00 15000. -5.0  2.0   0.2839
 3.00 15000. -5.0  2.0   0.0160
 3.50 15000. -5.0  2.0   0.1401
 3.50 15000. -5.0  2.0   0.2728
 3.50 15000. -5.0  2.0   0.0143
 4.00 15000. -5.0  2.0   0.1372
 4.00 15000. -5.0  2.0   0.2664
 4.00 15000. -5.0  2.0   0.0132
 4.50 15000. -5.0  2.0   0.1349
 4.50 15000. -5.0  2.0   0.2637
 4.50 15000. -5.0  2.0   0.0128
 5.00 15000. -5.0  2.0   0.1324
 5.00 15000. -5.0  2.0   0.2637
 5.00 15000. -5.0  2.0   0.0128
 2.50 16000. -5.0  2.0   0.1539
 2.50 16000. -5.0  2.0   0.3028
 2.50 16000. -5.0  2.0   0.0186
 3.00 16000. -5.0  2.0   0.1387
 3.00 16000. -5.0  2.0   0.2853
 3.00 16000. -5.0  2.0   0.0169
 3.50 16000. -5.0  2.0   0.1332
 3.50 16000. -5.0  2.0   0.2713
 3.50 16000. -5.0  2.0   0.0148
 4.00 16000. -5.0  2.0   0.1310
 4.00 16000. -5.0  2.0   0.2624
 4.00 16000. -5.0  2.0   0.0134
 4.50 16000. -5.0  2.0   0.1288
 4.50 16000. -5.0  2.0   0.2587
 4.50 16000. -5.0  2.0   0.0127
 5.00 16000. -5.0  2.0   0.1264
 5.00 16000. -5.0  2.0   0.2577
 5.00 16000. -5.0  2.0   0.0126
 2.50 17000. -5.0  2.0   0.1503
 2.50 17000. -5.0  2.0   0.3069
 2.50 17000. -5.0  2.0   0.0197
 3.00 17000. -5.0  2.0   0.1323
 3.00 17000. -5.0  2.0   0.2875
 3.00 17000. -5.0  2.0   0.0181
 3.50 17000. -5.0  2.0   0.1270
 3.50 17000. -5.0  2.0   0.2706
 3.50 17000. -5.0  2.0   0.0155
 4.00 17000. -5.0  2.0   0.1250
 4.00 17000. -5.0  2.0   0.2597
 4.00 17000. -5.0  2.0   0.0137
 4.50 17000. -5.0  2.0   0.1234
 4.50 17000. -5.0  2.0   0.2542
 4.50 17000. -5.0  2.0   0.0128
 5.00 17000. -5.0  2.0   0.1214
 5.00 17000. -5.0  2.0   0.2523
 5.00 17000. -5.0  2.0   0.0125
 2.50 18000. -5.0  2.0   0.1491
 2.50 18000. -5.0  2.0   0.3107
 2.50 18000. -5.0  2.0   0.0207
 3.00 18000. -5.0  2.0   0.1265
 3.00 18000. -5.0  2.0   0.2902
 3.00 18000. -5.0  2.0   0.0195
 3.50 18000. -5.0  2.0   0.1206
 3.50 18000. -5.0  2.0   0.2710
 3.50 18000. -5.0  2.0   0.0164
 4.00 18000. -5.0  2.0   0.1193
 4.00 18000. -5.0  2.0   0.2578
 4.00 18000. -5.0  2.0   0.0141
 4.50 18000. -5.0  2.0   0.1182
 4.50 18000. -5.0  2.0   0.2508
 4.50 18000. -5.0  2.0   0.0129
 5.00 18000. -5.0  2.0   0.1166
 5.00 18000. -5.0  2.0   0.2477
 5.00 18000. -5.0  2.0   0.0125
 2.50 19000. -5.0  2.0   0.1510
 2.50 19000. -5.0  2.0   0.3141
 2.50 19000. -5.0  2.0   0.0213
 3.00 19000. -5.0  2.0   0.1215
 3.00 19000. -5.0  2.0   0.2931
 3.00 19000. -5.0  2.0   0.0209
 3.50 19000. -5.0  2.0   0.1146
 3.50 19000. -5.0  2.0   0.2716
 3.50 19000. -5.0  2.0   0.0175
 4.00 19000. -5.0  2.0   0.1133
 4.00 19000. -5.0  2.0   0.2569
 4.00 19000. -5.0  2.0   0.0148
 4.50 19000. -5.0  2.0   0.1129
 4.50 19000. -5.0  2.0   0.2482
 4.50 19000. -5.0  2.0   0.0132
 5.00 19000. -5.0  2.0   0.1118
 5.00 19000. -5.0  2.0   0.2443
 5.00 19000. -5.0  2.0   0.0125
 3.00 20000. -5.0  2.0   0.1181
 3.00 20000. -5.0  2.0   0.2964
 3.00 20000. -5.0  2.0   0.0223
 3.50 20000. -5.0  2.0   0.1092
 3.50 20000. -5.0  2.0   0.2727
 3.50 20000. -5.0  2.0   0.0187
 4.00 20000. -5.0  2.0   0.1078
 4.00 20000. -5.0  2.0   0.2560
 4.00 20000. -5.0  2.0   0.0156
 4.50 20000. -5.0  2.0   0.1073
 4.50 20000. -5.0  2.0   0.2466
 4.50 20000. -5.0  2.0   0.0137
 5.00 20000. -5.0  2.0   0.1070
 5.00 20000. -5.0  2.0   0.2415
 5.00 20000. -5.0  2.0   0.0129
 3.00 21000. -5.0  2.0   0.1155
 3.00 21000. -5.0  2.0   0.3008
 3.00 21000. -5.0  2.0   0.0237
 3.50 21000. -5.0  2.0   0.1046
 3.50 21000. -5.0  2.0   0.2743
 3.50 21000. -5.0  2.0   0.0201
 4.00 21000. -5.0  2.0   0.1024
 4.00 21000. -5.0  2.0   0.2557
 4.00 21000. -5.0  2.0   0.0166
 4.50 21000. -5.0  2.0   0.1022
 4.50 21000. -5.0  2.0   0.2449
 4.50 21000. -5.0  2.0   0.0144
 5.00 21000. -5.0  2.0   0.1018
 5.00 21000. -5.0  2.0   0.2396
 5.00 21000. -5.0  2.0   0.0133
 3.00 22000. -5.0  2.0   0.1139
 3.00 22000. -5.0  2.0   0.3059
 3.00 22000. -5.0  2.0   0.0249
 3.50 22000. -5.0  2.0   0.1004
 3.50 22000. -5.0  2.0   0.2773
 3.50 22000. -5.0  2.0   0.0216
 4.00 22000. -5.0  2.0   0.0975
 4.00 22000. -5.0  2.0   0.2564
 4.00 22000. -5.0  2.0   0.0177
 4.50 22000. -5.0  2.0   0.0974
 4.50 22000. -5.0  2.0   0.2438
 4.50 22000. -5.0  2.0   0.0152
 5.00 22000. -5.0  2.0   0.0973
 5.00 22000. -5.0  2.0   0.2375
 5.00 22000. -5.0  2.0   0.0139
 3.00 23000. -5.0  2.0   0.1138
 3.00 23000. -5.0  2.0   0.3113
 3.00 23000. -5.0  2.0   0.0259
 3.50 23000. -5.0  2.0   0.0965
 3.50 23000. -5.0  2.0   0.2815
 3.50 23000. -5.0  2.0   0.0231
 4.00 23000. -5.0  2.0   0.0932
 4.00 23000. -5.0  2.0   0.2580
 4.00 23000. -5.0  2.0   0.0190
 4.50 23000. -5.0  2.0   0.0928
 4.50 23000. -5.0  2.0   0.2437
 4.50 23000. -5.0  2.0   0.0161
 5.00 23000. -5.0  2.0   0.0924
 5.00 23000. -5.0  2.0   0.2366
 5.00 23000. -5.0  2.0   0.0146
 3.00 24000. -5.0  2.0   0.1146
 3.00 24000. -5.0  2.0   0.3173
 3.00 24000. -5.0  2.0   0.0264
 3.50 24000. -5.0  2.0   0.0930
 3.50 24000. -5.0  2.0   0.2866
 3.50 24000. -5.0  2.0   0.0246
 4.00 24000. -5.0  2.0   0.0887
 4.00 24000. -5.0  2.0   0.2612
 4.00 24000. -5.0  2.0   0.0204
 4.50 24000. -5.0  2.0   0.0881
 4.50 24000. -5.0  2.0   0.2451
 4.50 24000. -5.0  2.0   0.0172
 5.00 24000. -5.0  2.0   0.0880
 5.00 24000. -5.0  2.0   0.2364
 5.00 24000. -5.0  2.0   0.0154
 3.00 25000. -5.0  2.0   0.1155
 3.00 25000. -5.0  2.0   0.3245
 3.00 25000. -5.0  2.0   0.0265
 3.50 25000. -5.0  2.0   0.0898
 3.50 25000. -5.0  2.0   0.2923
 3.50 25000. -5.0  2.0   0.0259
 4.00 25000. -5.0  2.0   0.0845
 4.00 25000. -5.0  2.0   0.2651
 4.00 25000. -5.0  2.0   0.0218
 4.50 25000. -5.0  2.0   0.0837
 4.50 25000. -5.0  2.0   0.2473
 4.50 25000. -5.0  2.0   0.0184
 5.00 25000. -5.0  2.0   0.0837
 5.00 25000. -5.0  2.0   0.2373
 5.00 25000. -5.0  2.0   0.0163
 3.00 26000. -5.0  2.0   0.1117
 3.00 26000. -5.0  2.0   0.3342
 3.00 26000. -5.0  2.0   0.0267
 3.50 26000. -5.0  2.0   0.0868
 3.50 26000. -5.0  2.0   0.2983
 3.50 26000. -5.0  2.0   0.0270
 4.00 26000. -5.0  2.0   0.0805
 4.00 26000. -5.0  2.0   0.2693
 4.00 26000. -5.0  2.0   0.0230
 4.50 26000. -5.0  2.0   0.0793
 4.50 26000. -5.0  2.0   0.2503
 4.50 26000. -5.0  2.0   0.0194
 5.00 26000. -5.0  2.0   0.0795
 5.00 26000. -5.0  2.0   0.2389
 5.00 26000. -5.0  2.0   0.0172
 3.50 27000. -5.0  2.0   0.0832
 3.50 27000. -5.0  2.0   0.3044
 3.50 27000. -5.0  2.0   0.0279
 4.00 27000. -5.0  2.0   0.0763
 4.00 27000. -5.0  2.0   0.2739
 4.00 27000. -5.0  2.0   0.0240
 4.50 27000. -5.0  2.0   0.0754
 4.50 27000. -5.0  2.0   0.2531
 4.50 27000. -5.0  2.0   0.0204
 5.00 27000. -5.0  2.0   0.0753
 5.00 27000. -5.0  2.0   0.2409
 5.00 27000. -5.0  2.0   0.0180
 3.50 28000. -5.0  2.0   0.0778
 3.50 28000. -5.0  2.0   0.3098
 3.50 28000. -5.0  2.0   0.0287
 4.00 28000. -5.0  2.0   0.0723
 4.00 28000. -5.0  2.0   0.2775
 4.00 28000. -5.0  2.0   0.0248
 4.50 28000. -5.0  2.0   0.0712
 4.50 28000. -5.0  2.0   0.2558
 4.50 28000. -5.0  2.0   0.0210
 5.00 28000. -5.0  2.0   0.0715
 5.00 28000. -5.0  2.0   0.2424
 5.00 28000. -5.0  2.0   0.0185
 3.50 29000. -5.0  2.0   0.0698
 3.50 29000. -5.0  2.0   0.3141
 3.50 29000. -5.0  2.0   0.0296
 4.00 29000. -5.0  2.0   0.0678
 4.00 29000. -5.0  2.0   0.2797
 4.00 29000. -5.0  2.0   0.0253
 4.50 29000. -5.0  2.0   0.0676
 4.50 29000. -5.0  2.0   0.2568
 4.50 29000. -5.0  2.0   0.0213
 5.00 29000. -5.0  2.0   0.0679
 5.00 29000. -5.0  2.0   0.2428
 5.00 29000. -5.0  2.0   0.0186
 3.50 30000. -5.0  2.0   0.0612
 3.50 30000. -5.0  2.0   0.3181
 3.50 30000. -5.0  2.0   0.0308
 4.00 30000. -5.0  2.0   0.0625
 4.00 30000. -5.0  2.0   0.2800
 4.00 30000. -5.0  2.0   0.0255
 4.50 30000. -5.0  2.0   0.0637
 4.50 30000. -5.0  2.0   0.2560
 4.50 30000. -5.0  2.0   0.0211
 5.00 30000. -5.0  2.0   0.0646
 5.00 30000. -5.0  2.0   0.2412
 5.00 30000. -5.0  2.0   0.0183
 3.50 31000. -5.0  2.0   0.0520
 3.50 31000. -5.0  2.0   0.3240
 3.50 31000. -5.0  2.0   0.0323
 4.00 31000. -5.0  2.0   0.0564
 4.00 31000. -5.0  2.0   0.2792
 4.00 31000. -5.0  2.0   0.0257
 4.50 31000. -5.0  2.0   0.0598
 4.50 31000. -5.0  2.0   0.2531
 4.50 31000. -5.0  2.0   0.0207
 5.00 31000. -5.0  2.0   0.0620
 5.00 31000. -5.0  2.0   0.2371
 5.00 31000. -5.0  2.0   0.0176
 4.00 32000. -5.0  2.0   0.0496
 4.00 32000. -5.0  2.0   0.2788
 4.00 32000. -5.0  2.0   0.0262
 4.50 32000. -5.0  2.0   0.0561
 4.50 32000. -5.0  2.0   0.2484
 4.50 32000. -5.0  2.0   0.0202
 5.00 32000. -5.0  2.0   0.0593
 5.00 32000. -5.0  2.0   0.2313
 5.00 32000. -5.0  2.0   0.0166
 4.00 33000. -5.0  2.0   0.0416
 4.00 33000. -5.0  2.0   0.2802
 4.00 33000. -5.0  2.0   0.0272
 4.50 33000. -5.0  2.0   0.0513
 4.50 33000. -5.0  2.0   0.2442
 4.50 33000. -5.0  2.0   0.0199
 5.00 33000. -5.0  2.0   0.0564
 5.00 33000. -5.0  2.0   0.2245
 5.00 33000. -5.0  2.0   0.0156
 4.00 34000. -5.0  2.0   0.0318
 4.00 34000. -5.0  2.0   0.2834
 4.00 34000. -5.0  2.0   0.0287
 4.50 34000. -5.0  2.0   0.0457
 4.50 34000. -5.0  2.0   0.2411
 4.50 34000. -5.0  2.0   0.0199
 5.00 34000. -5.0  2.0   0.0536
 5.00 34000. -5.0  2.0   0.2173
 5.00 34000. -5.0  2.0   0.0149
 4.00 35000. -5.0  2.0   0.0219
 4.00 35000. -5.0  2.0   0.2855
 4.00 35000. -5.0  2.0   0.0307
 4.50 35000. -5.0  2.0   0.0385
 4.50 35000. -5.0  2.0   0.2393
 4.50 35000. -5.0  2.0   0.0202
 5.00 35000. -5.0  2.0   0.0492
 5.00 35000. -5.0  2.0   0.2118
 5.00 35000. -5.0  2.0   0.0143
 4.50 37500. -5.0  2.0   0.0197
 4.50 37500. -5.0  2.0   0.2327
 4.50 37500. -5.0  2.0   0.0226
 5.00 37500. -5.0  2.0   0.0350
 5.00 37500. -5.0  2.0   0.1987
 5.00 37500. -5.0  2.0   0.0140
 4.50 40000. -5.0  2.0   0.0094
 4.50 40000. -5.0  2.0   0.2265
 4.50 40000. -5.0  2.0   0.0250
 5.00 40000. -5.0  2.0   0.0234
 5.00 40000. -5.0  2.0   0.1853
 5.00 40000. -5.0  2.0   0.0147
 5.00 42500. -5.0  2.0   0.0171
 5.00 42500. -5.0  2.0   0.1791
 5.00 42500. -5.0  2.0   0.0158
 5.00 45000. -5.0  2.0   0.0140
 5.00 45000. -5.0  2.0   0.1783
 5.00 45000. -5.0  2.0   0.0167
 5.00 47500. -5.0  2.0   0.0127
 5.00 47500. -5.0  2.0   0.1792
 5.00 47500. -5.0  2.0   0.0174
 5.00 50000. -5.0  2.0   0.0119
 5.00 50000. -5.0  2.0   0.1809
 5.00 50000. -5.0  2.0   0.0180
 0.00  3500. -4.5  2.0   0.5774
 0.00  3500. -4.5  2.0   0.0644
 0.00  3500. -4.5  2.0   0.0004
 0.50  3500. -4.5  2.0   0.5364
 0.50  3500. -4.5  2.0   0.1021
 0.50  3500. -4.5  2.0   0.0006
 1.00  3500. -4.5  2.0   0.4524
 1.00  3500. -4.5  2.0   0.1770
 1.00  3500. -4.5  2.0   0.0012
 1.50  3500. -4.5  2.0   0.3796
 1.50  3500. -4.5  2.0   0.2420
 1.50  3500. -4.5  2.0   0.0022
 2.00  3500. -4.5  2.0   0.3384
 2.00  3500. -4.5  2.0   0.2760
 2.00  3500. -4.5  2.0   0.0035
 2.50  3500. -4.5  2.0   0.3289
 2.50  3500. -4.5  2.0   0.2862
 2.50  3500. -4.5  2.0   0.0039
 3.00  3500. -4.5  2.0   0.3352
 3.00  3500. -4.5  2.0   0.2830
 3.00  3500. -4.5  2.0   0.0037
 0.00  3750. -4.5  2.0   0.5643
 0.00  3750. -4.5  2.0   0.0746
 0.00  3750. -4.5  2.0   0.0009
 0.50  3750. -4.5  2.0   0.5380
 0.50  3750. -4.5  2.0   0.0996
 0.50  3750. -4.5  2.0   0.0009
 1.00  3750. -4.5  2.0   0.4968
 1.00  3750. -4.5  2.0   0.1346
 1.00  3750. -4.5  2.0   0.0015
 1.50  3750. -4.5  2.0   0.3992
 1.50  3750. -4.5  2.0   0.2159
 1.50  3750. -4.5  2.0   0.0036
 2.00  3750. -4.5  2.0   0.2750
 2.00  3750. -4.5  2.0   0.3167
 2.00  3750. -4.5  2.0   0.0084
 2.50  3750. -4.5  2.0   0.2010
 2.50  3750. -4.5  2.0   0.3741
 2.50  3750. -4.5  2.0   0.0143
 3.00  3750. -4.5  2.0   0.1749
 3.00  3750. -4.5  2.0   0.3976
 3.00  3750. -4.5  2.0   0.0172
 3.50  3750. -4.5  2.0   0.1872
 3.50  3750. -4.5  2.0   0.4140
 3.50  3750. -4.5  2.0   0.0122
 0.00  4000. -4.5  2.0   0.5716
 0.00  4000. -4.5  2.0   0.0640
 0.00  4000. -4.5  2.0   0.0016
 0.50  4000. -4.5  2.0   0.5393
 0.50  4000. -4.5  2.0   0.0939
 0.50  4000. -4.5  2.0   0.0018
 1.00  4000. -4.5  2.0   0.4965
 1.00  4000. -4.5  2.0   0.1337
 1.00  4000. -4.5  2.0   0.0022
 1.50  4000. -4.5  2.0   0.4449
 1.50  4000. -4.5  2.0   0.1808
 1.50  4000. -4.5  2.0   0.0030
 2.00  4000. -4.5  2.0   0.3664
 2.00  4000. -4.5  2.0   0.2371
 2.00  4000. -4.5  2.0   0.0062
 2.50  4000. -4.5  2.0   0.2283
 2.50  4000. -4.5  2.0   0.3404
 2.50  4000. -4.5  2.0   0.0153
 3.00  4000. -4.5  2.0   0.1236
 3.00  4000. -4.5  2.0   0.4140
 3.00  4000. -4.5  2.0   0.0301
 3.50  4000. -4.5  2.0   0.0724
 3.50  4000. -4.5  2.0   0.4501
 3.50  4000. -4.5  2.0   0.0423
 4.00  4000. -4.5  2.0   0.0471
 4.00  4000. -4.5  2.0   0.4944
 4.00  4000. -4.5  2.0   0.0467
 0.00  4250. -4.5  2.0   0.5827
 0.00  4250. -4.5  2.0   0.0515
 0.00  4250. -4.5  2.0   0.0021
 0.50  4250. -4.5  2.0   0.5495
 0.50  4250. -4.5  2.0   0.0823
 0.50  4250. -4.5  2.0   0.0024
 1.00  4250. -4.5  2.0   0.5010
 1.00  4250. -4.5  2.0   0.1282
 1.00  4250. -4.5  2.0   0.0030
 1.50  4250. -4.5  2.0   0.4484
 1.50  4250. -4.5  2.0   0.1777
 1.50  4250. -4.5  2.0   0.0039
 2.00  4250. -4.5  2.0   0.3937
 2.00  4250. -4.5  2.0   0.2278
 2.00  4250. -4.5  2.0   0.0056
 2.50  4250. -4.5  2.0   0.3373
 2.50  4250. -4.5  2.0   0.2653
 2.50  4250. -4.5  2.0   0.0081
 3.00  4250. -4.5  2.0   0.2263
 3.00  4250. -4.5  2.0   0.3407
 3.00  4250. -4.5  2.0   0.0193
 3.50  4250. -4.5  2.0   0.1214
 3.50  4250. -4.5  2.0   0.4045
 3.50  4250. -4.5  2.0   0.0363
